source,mmdd,month,day,abundance,description
311_heat_hotwater,02-18,February,18,Very High,Number of heat and hot water complaints to 311
311_street_condition,02-18,February,18,Very Low,Number of street condition complaints to 311
ferry_ridership,02-18,February,18,Very Low,Number of NYC Ferry boardings
dog_bites,02-18,February,18,Very Low,Number of dog bite incidents reported to DOHMH
311_noise_street,02-18,February,18,Low,Number of street and sidewalk noise complaints to 311
311_dhs,02-18,February,18,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,02-18,February,18,Very Low,Number of NYPD arrests
dog_bites,02-19,February,19,High,Number of dog bite incidents reported to DOHMH
311_noise_street,02-19,February,19,Very Low,Number of street and sidewalk noise complaints to 311
ferry_ridership,02-19,February,19,Very Low,Number of NYC Ferry boardings
311_dhs,02-19,February,19,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,02-19,February,19,Very Low,Number of NYPD arrests
311_unsanitary,02-19,February,19,Low,Number of unsanitary condition complaints to 311
311_street_condition,02-19,February,19,Low,Number of street condition complaints to 311
311_heat_hotwater,02-19,February,19,High,Number of heat and hot water complaints to 311
311_heat_hotwater,02-20,February,20,Very High,Number of heat and hot water complaints to 311
arrests,02-20,February,20,Medium,Number of NYPD arrests
311_noise_street,02-20,February,20,Very Low,Number of street and sidewalk noise complaints to 311
311_street_condition,02-20,February,20,High,Number of street condition complaints to 311
311_dhs,02-20,February,20,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,02-20,February,20,Low,Number of NYC Ferry boardings
311_unsanitary,02-20,February,20,Medium,Number of unsanitary condition complaints to 311
dog_bites,02-20,February,20,Very Low,Number of dog bite incidents reported to DOHMH
311_dhs,02-21,February,21,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,02-21,February,21,Very Low,Number of street and sidewalk noise complaints to 311
311_unsanitary,02-21,February,21,Medium,Number of unsanitary condition complaints to 311
dog_bites,02-21,February,21,Low,Number of dog bite incidents reported to DOHMH
arrests,02-21,February,21,Very High,Number of NYPD arrests
311_heat_hotwater,02-21,February,21,Very High,Number of heat and hot water complaints to 311
ferry_ridership,02-21,February,21,Low,Number of NYC Ferry boardings
311_street_condition,02-21,February,21,High,Number of street condition complaints to 311
311_dhs,02-22,February,22,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,02-22,February,22,Medium,Number of NYPD arrests
311_street_condition,02-22,February,22,Very High,Number of street condition complaints to 311
311_heat_hotwater,02-22,February,22,High,Number of heat and hot water complaints to 311
311_unsanitary,02-22,February,22,Medium,Number of unsanitary condition complaints to 311
ferry_ridership,02-22,February,22,Low,Number of NYC Ferry boardings
dog_bites,02-22,February,22,Very Low,Number of dog bite incidents reported to DOHMH
311_noise_street,02-22,February,22,Very Low,Number of street and sidewalk noise complaints to 311
311_street_condition,02-23,February,23,Medium,Number of street condition complaints to 311
311_dhs,02-23,February,23,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,02-23,February,23,Very Low,Number of NYC Ferry boardings
311_unsanitary,02-23,February,23,Medium,Number of unsanitary condition complaints to 311
arrests,02-23,February,23,Medium,Number of NYPD arrests
dog_bites,02-23,February,23,Medium,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,02-23,February,23,High,Number of heat and hot water complaints to 311
311_noise_street,02-23,February,23,Low,Number of street and sidewalk noise complaints to 311
dog_bites,02-24,February,24,Very High,Number of dog bite incidents reported to DOHMH
311_street_condition,02-24,February,24,Very Low,Number of street condition complaints to 311
311_unsanitary,02-24,February,24,Very Low,Number of unsanitary condition complaints to 311
311_heat_hotwater,02-24,February,24,High,Number of heat and hot water complaints to 311
ferry_ridership,02-24,February,24,Very Low,Number of NYC Ferry boardings
311_dhs,02-24,February,24,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,02-24,February,24,Low,Number of street and sidewalk noise complaints to 311
arrests,02-24,February,24,Very Low,Number of NYPD arrests
arrests,02-25,February,25,Very Low,Number of NYPD arrests
311_street_condition,02-25,February,25,Low,Number of street condition complaints to 311
ferry_ridership,02-25,February,25,Very Low,Number of NYC Ferry boardings
311_heat_hotwater,02-25,February,25,High,Number of heat and hot water complaints to 311
dog_bites,02-25,February,25,Very Low,Number of dog bite incidents reported to DOHMH
311_unsanitary,02-25,February,25,Very Low,Number of unsanitary condition complaints to 311
311_noise_street,02-25,February,25,Very Low,Number of street and sidewalk noise complaints to 311
311_dhs,02-25,February,25,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_dhs,02-26,February,26,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,02-26,February,26,Very Low,Number of NYC Ferry boardings
dog_bites,02-26,February,26,Very High,Number of dog bite incidents reported to DOHMH
arrests,02-26,February,26,Very Low,Number of NYPD arrests
311_heat_hotwater,02-26,February,26,High,Number of heat and hot water complaints to 311
311_noise_street,02-26,February,26,Very Low,Number of street and sidewalk noise complaints to 311
311_street_condition,02-26,February,26,Very High,Number of street condition complaints to 311
311_unsanitary,02-26,February,26,High,Number of unsanitary condition complaints to 311
311_heat_hotwater,02-27,February,27,Medium,Number of heat and hot water complaints to 311
311_unsanitary,02-27,February,27,High,Number of unsanitary condition complaints to 311
311_street_condition,02-27,February,27,Very High,Number of street condition complaints to 311
arrests,02-27,February,27,Medium,Number of NYPD arrests
311_dhs,02-27,February,27,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,02-27,February,27,Very Low,Number of street and sidewalk noise complaints to 311
dog_bites,02-27,February,27,Medium,Number of dog bite incidents reported to DOHMH
ferry_ridership,02-27,February,27,Low,Number of NYC Ferry boardings
arrests,02-28,February,28,High,Number of NYPD arrests
311_heat_hotwater,02-28,February,28,High,Number of heat and hot water complaints to 311
311_unsanitary,02-28,February,28,High,Number of unsanitary condition complaints to 311
dog_bites,02-28,February,28,Very Low,Number of dog bite incidents reported to DOHMH
ferry_ridership,02-28,February,28,Very Low,Number of NYC Ferry boardings
311_noise_street,02-28,February,28,Very Low,Number of street and sidewalk noise complaints to 311
311_street_condition,02-28,February,28,Very High,Number of street condition complaints to 311
311_dhs,02-28,February,28,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,02-29,February,29,High,Number of dog bite incidents reported to DOHMH
311_street_condition,02-29,February,29,Very High,Number of street condition complaints to 311
311_noise_street,02-29,February,29,Very Low,Number of street and sidewalk noise complaints to 311
311_unsanitary,02-29,February,29,Low,Number of unsanitary condition complaints to 311
311_dhs,02-29,February,29,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,02-29,February,29,High,Number of heat and hot water complaints to 311
arrests,02-29,February,29,High,Number of NYPD arrests
ferry_ridership,02-29,February,29,Low,Number of NYC Ferry boardings
311_dhs,03-01,March,1,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,03-01,March,1,Medium,Number of street condition complaints to 311
311_heat_hotwater,03-01,March,1,High,Number of heat and hot water complaints to 311
311_noise_street,03-01,March,1,Low,Number of street and sidewalk noise complaints to 311
arrests,03-01,March,1,High,Number of NYPD arrests
ferry_ridership,03-01,March,1,Low,Number of NYC Ferry boardings
311_unsanitary,03-01,March,1,Low,Number of unsanitary condition complaints to 311
dog_bites,03-01,March,1,Very Low,Number of dog bite incidents reported to DOHMH
arrests,03-02,March,2,Low,Number of NYPD arrests
311_noise_street,03-02,March,2,Low,Number of street and sidewalk noise complaints to 311
311_unsanitary,03-02,March,2,Very Low,Number of unsanitary condition complaints to 311
dog_bites,03-02,March,2,Medium,Number of dog bite incidents reported to DOHMH
311_street_condition,03-02,March,2,Low,Number of street condition complaints to 311
311_heat_hotwater,03-02,March,2,High,Number of heat and hot water complaints to 311
311_dhs,03-02,March,2,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,03-02,March,2,Very Low,Number of NYC Ferry boardings
dog_bites,03-03,March,3,Medium,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,03-03,March,3,Medium,Number of heat and hot water complaints to 311
ferry_ridership,03-03,March,3,Medium,Number of NYC Ferry boardings
311_dhs,03-03,March,3,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,03-03,March,3,Medium,Number of street condition complaints to 311
311_unsanitary,03-03,March,3,Very Low,Number of unsanitary condition complaints to 311
311_noise_street,03-03,March,3,Very High,Number of street and sidewalk noise complaints to 311
arrests,03-03,March,3,Very Low,Number of NYPD arrests
watershed_wq_ph,03-04,March,4,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
311_dhs,03-04,March,4,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,03-04,March,4,Very Low,Number of NYPD arrests
watershed_wq_turbidity,03-04,March,4,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,03-04,March,4,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,03-04,March,4,Very High,Number of street condition complaints to 311
watershed_wq_temperature,03-04,March,4,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
dog_bites,03-04,March,4,High,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,03-04,March,4,Medium,Number of heat and hot water complaints to 311
311_unsanitary,03-04,March,4,Medium,Number of unsanitary condition complaints to 311
311_noise_street,03-04,March,4,Low,Number of street and sidewalk noise complaints to 311
ferry_ridership,03-04,March,4,Low,Number of NYC Ferry boardings
ferry_ridership,03-05,March,5,Very Low,Number of NYC Ferry boardings
311_heat_hotwater,03-05,March,5,High,Number of heat and hot water complaints to 311
311_unsanitary,03-05,March,5,Medium,Number of unsanitary condition complaints to 311
311_dhs,03-05,March,5,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,03-05,March,5,High,Number of NYPD arrests
